Data - 2 facies
4
x
y
z
Facies
39.50000 5.500000 0.5000000 1
14.50000 61.50000 0.5000000 1
26.50000 79.50000 0.5000000 1
36.50000 44.50000 0.5000000 1
62.50000 70.50000 0.5000000 1
86.50000 71.50000 0.5000000 1
49.50000 58.50000 0.5000000 1
73.50000 38.50000 0.5000000 1
70.50000 63.50000 0.5000000 1
52.50000 51.50000 0.5000000 0
80.50000 79.50000 0.5000000 0
35.50000 66.50000 0.5000000 0
3.500000 51.50000 0.5000000 0
55.50000 65.50000 0.5000000 0
25.50000 52.50000 0.5000000 0
12.50000 74.50000 0.5000000 0
87.50000 56.50000 0.5000000 0
85.50000 90.50000 0.5000000 0
15.50000 14.50000 0.5000000 0
8.500000 27.50000 0.5000000 0
32.50000 30.50000 0.5000000 0
65.50000 25.50000 0.5000000 0
79.50000 18.50000 0.5000000 0
9.500000 95.50000 0.5000000 0
38.50000 89.50000 0.5000000 0
67.50000 83.50000 0.5000000 0
91.50000 32.50000 0.5000000 0
68.50000 47.50000 0.5000000 0
51.50000 19.50000 0.5000000 0
56.50000 92.50000 0.5000000 0
90.50000 9.500000 0.5000000 0
22.50000 22.50000 0.5000000 0
